Accuracy,Precision,Recall,F1 Score,ROC-AUC,Model,Train Time (s)
0.9894644424934153,0.9816176470588235,0.9744525547445255,0.978021978021978,0.9992911691489811,Multinomial Naive Bayes,24.01
